,C,H,O,heat_rate,T,mass_porc,biomass_ESP,biomass_EU,biomass_MCP,biomass_MSP,biomass_MV,biomass_OU,biomass_PP,biomass_SD
306,45.51,5.58,41.82,5,402.07901,35.5512465909091,False,False,False,True,False,False,False,False
307,61.93,0.91,35.47,10,517.299999999987,50.7075873827792,False,True,False,False,False,False,False,False
308,45.49,5.61,42.1,5,718.64502,19.5633206349206,False,False,True,False,False,False,False,False
309,45.49,5.61,42.1,5,298.91,61.1293523809524,False,False,True,False,False,False,False,False
310,45.49,5.61,42.1,5,226.75101,81.5658857142857,False,False,True,False,False,False,False,False
311,41.67,5.28,39.77,15,206.0,97.99198,True,False,False,False,False,False,False,False
312,41.67,5.28,39.77,15,405.0,16.9252,True,False,False,False,False,False,False,False
313,61.93,0.91,35.47,10,230.199999999994,88.5763000852515,False,True,False,False,False,False,False,False
314,61.93,0.91,35.47,15,331.559999999997,85.6943475226797,False,True,False,False,False,False,False,False
315,75.63,0.79,22.14,15,248.570000000003,92.8149806635457,False,False,False,False,False,True,False,False
316,61.93,0.91,35.47,15,865.019999999988,13.8171667829728,False,True,False,False,False,False,False,False
317,45.51,5.58,41.82,5,786.97699,22.8230511363637,False,False,False,True,False,False,False,False
318,45.51,5.58,41.82,10,326.40302,59.8378792941176,False,False,False,True,False,False,False,False
319,45.49,5.61,42.1,15,424.43701,33.17482,False,False,True,False,False,False,False,False
320,75.63,0.79,22.14,10,355.940000000003,70.8174904942966,False,False,False,False,False,True,False,False
321,48.95,1.38,48.41,15,538.891820000014,7.53498385360606,False,False,False,False,False,False,True,False
322,48.95,1.38,48.41,10,83.1999999999985,98.149556400507,False,False,False,False,False,False,True,False
323,45.51,5.58,41.82,5,169.636,88.9967159090909,False,False,False,True,False,False,False,False
324,48.95,1.38,48.41,10,656.890000000017,9.22686945500636,False,False,False,False,False,False,True,False
325,78.78,0.82,19.91,15,596.539999999994,24.0081729950621,False,False,False,False,True,False,False,False
326,44.71,1.48,49.33,5,376.478966346154,24.9443207126948,False,False,False,False,False,False,False,True
327,78.78,0.82,19.91,15,900.830000000006,3.93325387365915,False,False,False,False,True,False,False,False
328,61.93,0.91,35.47,10,238.299999999994,87.5703324808184,False,True,False,False,False,False,False,False
329,61.93,0.91,35.47,10,339.099999999991,63.2566069906224,False,True,False,False,False,False,False,False
330,75.63,0.79,22.14,10,340.820000000002,74.4296577946768,False,False,False,False,False,True,False,False
331,44.71,1.48,49.33,15,243.015384615383,88.1697385340763,False,False,False,False,False,False,False,True
332,45.49,5.61,42.1,5,877.34302,17.5598539682539,False,False,True,False,False,False,False,False
333,48.95,1.38,48.41,5,620.662999999993,9.81738221018475,False,False,False,False,False,False,True,False
334,45.51,5.58,41.82,5,344.17599,46.9159056818182,False,False,False,True,False,False,False,False
335,48.95,1.38,48.41,10,559.600000000017,13.3586818757922,False,False,False,False,False,False,True,False
336,41.67,5.28,39.77,15,704.0,6.5952,True,False,False,False,False,False,False,False
337,45.49,5.61,42.1,5,178.21001,87.295873015873,False,False,True,False,False,False,False,False
338,44.71,1.48,49.33,5,852.14402884618,1.91536748329618,False,False,False,False,False,False,False,True
339,48.95,1.38,48.41,15,576.073490000016,5.11302475780412,False,False,False,False,False,False,True,False
340,44.71,1.48,49.33,10,704.562962962947,5.38764783180031,False,False,False,False,False,False,False,True
341,45.49,5.61,42.1,10,93.655,95.918303559322,False,False,True,False,False,False,False,False
342,45.49,5.61,42.1,15,675.90198,13.430656,False,False,True,False,False,False,False,False
343,48.95,1.38,48.41,5,627.606999999993,9.57603711351262,False,False,False,False,False,False,True,False
344,78.78,0.82,19.91,10,117.820000000003,98.6641221374046,False,False,False,False,True,False,False,False
345,48.95,1.38,48.41,5,333.975000000001,26.9797001957577,False,False,False,False,False,False,True,False
346,61.93,0.91,35.47,15,95.9400000000009,98.7787857641312,False,True,False,False,False,False,False,False
347,75.63,0.79,22.14,10,695.059999999996,21.8060836501901,False,False,False,False,False,True,False,False
348,45.49,5.61,42.1,15,606.08197,17.612848,False,False,True,False,False,False,False,False
349,61.93,0.91,35.47,15,287.699999999998,88.7822749476622,False,True,False,False,False,False,False,False
350,44.71,1.48,49.33,10,207.481481481477,92.6412614980289,False,False,False,False,False,False,False,True
351,48.95,1.38,48.41,10,474.400000000013,19.0874524714829,False,False,False,False,False,False,True,False
352,45.51,5.58,41.82,5,620.34003,24.9181909090909,False,False,False,True,False,False,False,False
353,41.67,5.28,39.77,15,817.0,5.01101,True,False,False,False,False,False,False,False
354,41.67,5.28,39.77,10,391.0,14.08026,True,False,False,False,False,False,False,False
355,61.93,0.91,35.47,10,352.599999999991,60.3751065643649,False,True,False,False,False,False,False,False
356,44.71,1.48,49.33,10,860.14814814812,1.27025843188786,False,False,False,False,False,False,False,True
357,45.49,5.61,42.1,10,825.59003,22.2671059322034,False,False,True,False,False,False,False,False
358,45.49,5.61,42.1,10,672.57202,24.5400154237289,False,False,True,False,False,False,False,False
359,45.49,5.61,42.1,5,446.25101,27.4018857142857,False,False,True,False,False,False,False,False
360,61.93,0.91,35.47,20,555.519999999995,51.0549258936356,False,True,False,False,False,False,False,False
361,48.95,1.38,48.41,5,311.159000000001,28.7495642380199,False,False,False,False,False,False,True,False
362,45.51,5.58,41.82,15,453.655,34.6515724096386,False,False,False,True,False,False,False,False
363,45.49,5.61,42.1,5,131.64,88.8895111111111,False,False,True,False,False,False,False,False
364,44.71,1.48,49.33,5,173.275841346154,92.8730512249443,False,False,False,False,False,False,False,True
365,78.78,0.82,19.91,15,307.369999999996,89.2559169078835,False,False,False,False,True,False,False,False
366,45.49,5.61,42.1,10,195.657,90.4788123728813,False,False,True,False,False,False,False,False
367,45.51,5.58,41.82,5,467.91,29.9659147727273,False,False,False,True,False,False,False,False
368,44.71,1.48,49.33,15,271.153846153845,80.1543077582511,False,False,False,False,False,False,False,True
369,75.63,0.79,22.14,10,115.640000000001,93.8593155893536,False,False,False,False,False,True,False,False
370,45.51,5.58,41.82,5,156.26401,89.5172852272728,False,False,False,True,False,False,False,False
371,48.95,1.38,48.41,5,172.100000000005,96.8088814995575,False,False,False,False,False,False,True,False
372,61.93,0.91,35.47,15,766.07999999999,26.5352407536637,False,True,False,False,False,False,False,False
373,45.49,5.61,42.1,10,158.22501,92.613393559322,False,False,True,False,False,False,False,False
374,48.95,1.38,48.41,15,302.103290000008,55.3821313240043,False,False,False,False,False,False,True,False
375,45.49,5.61,42.1,10,875.79602,21.5547574576271,False,False,True,False,False,False,False,False
376,44.71,1.48,49.33,10,89.4740740740719,97.2842750766535,False,False,False,False,False,False,False,True
377,45.49,5.61,42.1,5,360.061,36.6547714285714,False,False,True,False,False,False,False,False
378,78.78,0.82,19.91,20,391.779999999999,84.7129391602399,False,False,False,False,True,False,False,False
379,44.71,1.48,49.33,5,265.385216346154,84.142538975501,False,False,False,False,False,False,False,True
380,44.71,1.48,49.33,5,266.088341346154,83.8307349665925,False,False,False,False,False,False,False,True
381,78.78,0.82,19.91,10,301.860000000006,87.6648160999306,False,False,False,False,True,False,False,False
382,48.95,1.38,48.41,5,642.486999999992,9.03971467646348,False,False,False,False,False,False,True,False
383,75.63,0.79,22.14,10,33.02,98.9163498098859,False,False,False,False,False,True,False,False
384,61.93,0.91,35.47,20,188.159999999998,97.6460331299041,False,True,False,False,False,False,False,False
385,44.71,1.48,49.33,15,429.999999999996,16.5452207458208,False,False,False,False,False,False,False,True
386,45.51,5.58,41.82,5,741.27002,23.2471517045454,False,False,False,True,False,False,False,False
387,45.49,5.61,42.1,5,704.03302,19.7738222222222,False,False,True,False,False,False,False,False
388,44.71,1.48,49.33,10,657.096296296281,6.61410424879543,False,False,False,False,False,False,False,True
389,45.51,5.58,41.82,5,492.37,28.7357920454545,False,False,False,True,False,False,False,False
390,44.71,1.48,49.33,15,604.276923076917,9.00128589798546,False,False,False,False,False,False,False,True
391,75.63,0.79,22.14,10,524.960000000008,31.2737642585551,False,False,False,False,False,True,False,False
392,61.93,0.91,35.47,10,204.999999999995,90.2472293265132,False,True,False,False,False,False,False,False
393,78.78,0.82,19.91,15,868.700000000004,5.85731312787334,False,False,False,False,True,False,False,False
394,44.71,1.48,49.33,5,743.50302884616,6.05790645879729,False,False,False,False,False,False,False,True
395,75.63,0.79,22.14,10,277.1,86.1216730038023,False,False,False,False,False,True,False,False
396,44.71,1.48,49.33,15,331.969230769228,44.5349335619374,False,False,False,False,False,False,False,True
397,48.95,1.38,48.41,10,178.000000000002,94.6261089987326,False,False,False,False,False,False,True,False
398,75.63,0.79,22.14,15,706.129999999982,32.4241807449623,False,False,False,False,False,True,False,False
399,41.67,5.28,39.77,10,340.0,20.96302,True,False,False,False,False,False,False,False
400,48.95,1.38,48.41,15,294.275570000007,63.4553283100108,False,False,False,False,False,False,True,False
401,45.51,5.58,41.82,15,64.393,99.2497640963855,False,False,False,True,False,False,False,False
402,78.78,0.82,19.91,10,362.920000000007,72.1894517696044,False,False,False,False,True,False,False,False
403,48.95,1.38,48.41,10,216.400000000004,91.8377693282637,False,False,False,False,False,False,True,False
404,45.51,5.58,41.82,5,678.90698,23.9763607954545,False,False,False,True,False,False,False,False
405,75.63,0.79,22.14,15,884.68999999998,22.3895786688378,False,False,False,False,False,True,False,False
406,78.78,0.82,19.91,15,779.869999999999,9.84164822067086,False,False,False,False,True,False,False,False
407,45.49,5.61,42.1,5,493.659,24.8804761904762,False,False,True,False,False,False,False,False
408,45.49,5.61,42.1,5,132.854,88.8660444444444,False,False,True,False,False,False,False,False
409,61.93,0.91,35.47,15,563.099999999993,44.5743196092114,False,True,False,False,False,False,False,False
410,61.93,0.91,35.47,15,278.519999999998,89.1660851360782,False,True,False,False,False,False,False,False
411,61.93,0.91,35.47,15,608.999999999993,42.2191207257502,False,True,False,False,False,False,False,False
412,75.63,0.79,22.14,10,867.319999999985,13.212927756654,False,False,False,False,False,True,False,False
413,45.49,5.61,42.1,10,731.25098,23.5869440677966,False,False,True,False,False,False,False,False
414,78.78,0.82,19.91,10,519.440000000009,36.1554476058293,False,False,False,False,True,False,False,False
415,61.93,0.91,35.47,20,619.479999999994,46.6957279860506,False,True,False,False,False,False,False,False
416,45.49,5.61,42.1,5,744.09198,19.2176063492064,False,False,True,False,False,False,False,False
417,45.49,5.61,42.1,5,778.65399,18.7831587301587,False,False,True,False,False,False,False,False
418,48.95,1.38,48.41,5,757.558999999988,4.64187069266047,False,False,False,False,False,False,True,False
419,48.95,1.38,48.41,5,92.0000000000023,99.1955163444263,False,False,False,False,False,False,True,False
420,78.78,0.82,19.91,15,226.099999999997,95.8964753958795,False,False,False,False,True,False,False,False
421,44.71,1.48,49.33,15,279.323076923075,78.3969138448349,False,False,False,False,False,False,False,True
422,48.95,1.38,48.41,5,318.103000000001,28.1327934354134,False,False,False,False,False,False,True,False
423,61.93,0.91,35.47,15,138.780000000001,97.7145847871598,False,True,False,False,False,False,False,False
424,44.71,1.48,49.33,5,798.22002884617,4.05345211581296,False,False,False,False,False,False,False,True
425,45.49,5.61,42.1,5,453.66901,26.9228444444444,False,False,True,False,False,False,False,False
426,41.67,5.28,39.77,10,223.0,95.75729,True,False,False,False,False,False,False,False
427,45.49,5.61,42.1,5,87.668,92.387126984127,False,False,True,False,False,False,False,False
428,45.51,5.58,41.82,15,118.834,94.4656527710843,False,False,False,True,False,False,False,False
429,44.71,1.48,49.33,5,388.080528846154,18.5300668151448,False,False,False,False,False,False,False,True
430,75.63,0.79,22.14,15,44.9000000000013,99.7353958884592,False,False,False,False,False,True,False,False
431,45.49,5.61,42.1,5,764.72498,18.9553873015873,False,False,True,False,False,False,False,False
432,45.51,5.58,41.82,10,713.82898,25.5997762352941,False,False,False,True,False,False,False,False
433,41.67,5.28,39.77,15,493.0,9.80662,True,False,False,False,False,False,False,False
434,44.71,1.48,49.33,10,255.607407407401,81.6031537450722,False,False,False,False,False,False,False,True
435,44.71,1.48,49.33,10,733.570370370353,4.55540954883921,False,False,False,False,False,False,False,True
436,75.63,0.79,22.14,10,180.44,91.444866920152,False,False,False,False,False,True,False,False
437,45.51,5.58,41.82,5,841.36499,22.4431897727273,False,False,False,True,False,False,False,False
438,75.63,0.79,22.14,10,774.439999999991,18.8022813688213,False,False,False,False,False,True,False,False
439,48.95,1.38,48.41,15,432.239135000011,13.724434876211,False,False,False,False,False,False,True,False
440,48.95,1.38,48.41,5,352.823000000001,26.0411359309217,False,False,False,False,False,False,True,False
441,45.49,5.61,42.1,5,715.37299,19.6093809523809,False,False,True,False,False,False,False,False
442,48.95,1.38,48.41,5,178.400000000006,96.5675364028855,False,False,False,False,False,False,True,False
443,45.51,5.58,41.82,5,858.271,22.3347772727273,False,False,False,True,False,False,False,False
444,61.93,0.91,35.47,10,808.89999999999,29.2753623188406,False,True,False,False,False,False,False,False
445,41.67,5.28,39.77,10,264.0,74.93242,True,False,False,False,False,False,False,False
446,45.49,5.61,42.1,5,192.647,86.2533174603174,False,False,True,False,False,False,False,False
447,45.49,5.61,42.1,5,708.263,19.7141079365079,False,False,True,False,False,False,False,False
448,78.78,0.82,19.91,10,26.6600000000015,99.9826509368494,False,False,False,False,True,False,False,False
449,75.63,0.79,22.14,15,308.090000000003,88.4998982291878,False,False,False,False,False,True,False,False
450,45.49,5.61,42.1,5,314.87701,55.5073047619048,False,False,True,False,False,False,False,False
451,45.49,5.61,42.1,15,526.01703,23.687164,False,False,True,False,False,False,False,False
